2016;04;01;12200;0.193;26.92;
2016;04;01;15300;2.000;7.48;
2016;04;01;15400;1.000;7.99;
2016;04;01;15300;2.000;7.33;
2016;04;01;15500;1.000;14.93;
2016;04;01;12800;0.690;9.71;
2016;04;01;12400;0.680;16.31;
2016;04;01;12700;0.841;4.56;
2016;04;01;12500;0.065;25.27;
2016;04;01;15600;7.000;9.79;
2016;04;01;15800;2.000;5.07;
2016;04;01;15400;5.000;7.99;
2016;04;01;15400;4.000;7.99;
2016;04;01;15300;4.000;7.33;
2016;04;01;15700;5.000;7.97;
2016;04;01;15700;1.000;8.53;
2016;04;01;15700;6.000;7.97;
2016;04;01;15700;9.000;7.97;
2016;04;01;15800;10.000;5.07;
2016;04;01;15200;7.000;66.94;
2016;04;01;12400;0.064;16.31;
2016;04;01;12700;0.226;4.56;
2016;04;01;12500;0.638;24.01;
2016;04;01;12800;0.143;10.09;
2016;04;01;15500;7.000;14.93;
2016;04;01;15600;1.000;9.79;
2016;04;01;15500;3.000;14.93;
2016;04;01;12300;0.926;18.92;
2016;04;01;12800;0.301;9.71;
2016;04;01;12500;0.018;25.27;
2016;04;01;15500;1.000;14.93;
2016;04;01;15100;2.000;7.55;
2016;04;01;12300;0.394;19.71;
2016;04;01;12400;0.777;16.31;
2016;04;01;15600;10.000;9.79;
2016;04;01;12800;0.309;10.48;
2016;04;01;12500;0.373;25.27;
2016;04;01;12800;0.478;9.71;
2016;04;01;15300;10.000;7.33;
2016;04;01;12800;0.401;9.51;
2016;04;02;15500;5.000;14.93;
2016;04;02;12500;0.639;26.79;
2016;04;02;15800;5.000;5.07;
2016;04;02;15700;1.000;7.97;
2016;04;02;15200;4.000;62.26;
2016;04;02;12300;0.551;19.71;
2016;04;02;12700;0.538;4.56;
2016;04;02;15600;1.000;9.79;
2016;04;02;15300;9.000;7.70;
2016;04;02;15500;4.000;14.93;
2016;04;02;15600;2.000;9.79;
2016;04;02;15800;3.000;5.07;
2016;04;02;15500;8.000;14.93;
2016;04;02;12400;0.877;15.82;
2016;04;02;12500;0.207;23.25;
2016;04;02;12300;0.708;19.71;
2016;04;02;15200;4.000;66.94;
2016;04;02;12300;0.679;20.10;
2016;04;02;12500;0.550;25.27;
2016;04;02;12600;0.990;37.76;
2016;04;02;12800;0.280;9.71;
2016;04;02;12500;0.070;25.27;
2016;04;02;12300;0.423;19.71;
2016;04;02;15300;10.000;6.89;
2016;04;02;12600;0.142;37.76;
2016;04;02;15100;4.000;7.55;
2016;04;02;15300;4.000;7.33;
2016;04;02;15800;3.000;5.07;
2016;04;02;12600;0.618;37.76;
2016;04;02;15500;8.000;14.18;
2016;04;02;15600;1.000;9.79;
2016;04;02;12800;0.610;9.90;
2016;04;02;12700;0.766;4.56;
2016;04;02;15800;10.000;5.07;
2016;04;02;12600;0.703;40.02;
2016;04;02;15700;10.000;8.37;
2016;04;02;12800;0.473;9.71;
2016;04;02;15500;7.000;14.93;
2016;04;02;15300;4.000;7.33;
2016;04;02;15600;1.000;9.20;
2016;04;03;12100;0.734;3.19;
2016;04;03;15400;8.000;7.99;
2016;04;03;15800;5.000;5.43;
2016;04;03;15500;1.000;14.93;
2016;04;03;12300;0.747;19.71;
2016;04;03;12200;0.331;26.92;
2016;04;03;12500;0.361;25.27;
2016;04;03;15700;2.000;7.97;
2016;04;03;12400;0.638;16.31;
2016;04;03;15600;10.000;9.79;
2016;04;03;12600;0.095;37.76;
2016;04;03;15600;8.000;9.79;
2016;04;03;12100;0.136;3.19;
2016;04;03;15800;3.000;5.07;
2016;04;03;15700;10.000;7.97;
2016;04;03;12400;0.214;17.13;
2016;04;03;12500;0.291;25.27;
2016;04;03;12600;0.650;38.89;
2016;04;03;12500;0.727;25.27;
2016;04;03;15200;8.000;62.93;
2016;04;03;12200;0.827;26.92;
2016;04;03;15800;10.000;5.07;
2016;04;03;15700;1.000;7.97;
2016;04;03;12600;0.095;37.76;
2016;04;03;12300;0.576;19.71;
2016;04;03;12600;0.496;39.65;
2016;04;03;15600;10.000;9.79;
2016;04;03;15100;4.000;7.55;
2016;04;03;12800;0.106;9.71;
2016;04;03;15100;9.000;7.55;
2016;04;03;12500;0.202;25.27;
2016;04;03;12800;0.446;9.71;
2016;04;03;15300;1.000;7.33;
2016;04;03;12800;0.324;9.71;
2016;04;03;15600;3.000;10.28;
2016;04;03;12300;0.214;19.71;
2016;04;03;15800;9.000;5.07;
2016;04;03;15200;3.000;66.94;
2016;04;03;12400;0.646;16.31;
2016;04;03;12700;0.891;4.56;
2016;04;04;15800;8.000;4.67;
2016;04;04;15300;2.000;7.33;
2016;04;04;15800;2.000;5.07;
2016;04;04;12200;0.961;26.65;
2016;04;04;15200;10.000;66.94;
2016;04;04;12200;0.585;26.92;
2016;04;04;12200;0.505;28.00;
2016;04;04;12100;0.874;3.19;
2016;04;04;12100;0.808;3.45;
2016;04;04;15700;10.000;7.97;
2016;04;04;12400;0.499;15.33;
2016;04;04;15200;5.000;66.94;
2016;04;04;12400;0.941;16.47;
2016;04;04;12300;0.497;19.71;
2016;04;04;12200;0.442;26.92;
2016;04;04;12400;0.441;17.13;
2016;04;04;15600;2.000;9.30;
2016;04;04;12700;0.035;4.56;
2016;04;04;15200;10.000;66.94;
2016;04;04;12400;0.861;16.80;
2016;04;04;12100;0.809;3.19;
2016;04;04;15400;8.000;7.99;
2016;04;04;15600;10.000;9.50;
2016;04;04;12100;0.032;3.19;
2016;04;04;15400;8.000;7.99;
2016;04;04;15300;7.000;7.33;
2016;04;04;15100;8.000;7.55;
2016;04;04;15600;5.000;9.69;
2016;04;04;12800;0.623;9.71;
2016;04;04;15100;4.000;7.55;
2016;04;04;15300;2.000;7.33;
2016;04;04;12600;0.964;37.76;
2016;04;04;12500;0.134;25.27;
2016;04;04;12700;0.203;4.56;
